season,round,race_name,driver_id,driver_track_gap_mean,driver_track_finish_mean,driver_track_experience_count
2024,7,Emilia Romagna Grand Prix,norris,13.04469604731002,9.784415584415584,1
2022,12,French Grand Prix,norris,13.04469604731002,9.784415584415584,0
2022,13,Hungarian Grand Prix,norris,13.04469604731002,9.784415584415584,0
2023,11,Hungarian Grand Prix,norris,13.00470256257762,9.77720207253886,1
2024,13,Hungarian Grand Prix,norris,12.962544890894533,9.757105943152455,2
2022,16,Italian Grand Prix,norris,12.962544890894533,9.757105943152455,0
2023,14,Italian Grand Prix,norris,12.919998413578549,9.75,1
2024,16,Italian Grand Prix,norris,12.880294858425522,9.745501285347043,2
2022,18,Japanese Grand Prix,norris,12.880294858425522,9.745501285347043,0
2023,16,Japanese Grand Prix,norris,12.8431833530349,9.746153846153845,1
2024,4,Japanese Grand Prix,norris,12.802217098397408,9.726342710997443,2
2023,21,Las Vegas Grand Prix,norris,12.802217098397408,9.726342710997443,0
2024,22,Las Vegas Grand Prix,norris,12.802217098397408,9.752551020408163,1
2022,20,Mexico City Grand Prix,norris,12.802217098397408,9.752551020408163,0
2023,19,Mexico City Grand Prix,norris,12.802217098397408,9.750636132315522,1
2024,20,Mexico City Grand Prix,norris,12.761405683340922,9.738578680203046,2
2022,5,Miami Grand Prix,norris,12.761405683340922,9.738578680203046,0
2023,5,Miami Grand Prix,norris,12.761405683340922,9.762025316455697,1
2024,6,Miami Grand Prix,norris,12.724662283708293,9.780303030303031,2
2022,7,Monaco Grand Prix,norris,12.724662283708293,9.780303030303031,0
2023,6,Monaco Grand Prix,norris,12.68404227024969,9.770780856423174,1
2024,8,Monaco Grand Prix,norris,12.64312600486179,9.768844221105528,2
2023,17,Qatar Grand Prix,norris,12.64312600486179,9.768844221105528,0
2024,23,Qatar Grand Prix,norris,12.602739296322435,9.75187969924812,1
2022,2,Saudi Arabian Grand Prix,norris,12.602739296322435,9.75187969924812,0
2023,2,Saudi Arabian Grand Prix,norris,12.565908401141915,9.745,1
2024,2,Saudi Arabian Grand Prix,norris,12.530943198582355,9.763092269326684,2
2022,17,Singapore Grand Prix,norris,12.530943198582355,9.763092269326684,0
2023,15,Singapore Grand Prix,norris,12.492036383904802,9.748756218905474,1
2024,18,Singapore Grand Prix,norris,12.452379125543198,9.72952853598015,2
2022,6,Spanish Grand Prix,norris,12.452379125543198,9.72952853598015,0
2023,7,Spanish Grand Prix,norris,12.41633702627748,9.725247524752476,1
2024,10,Spanish Grand Prix,norris,12.378436181496696,9.74320987654321,2
2022,21,São Paulo Grand Prix,norris,12.378436181496696,9.74320987654321,0
2023,20,São Paulo Grand Prix,norris,12.378436181496696,9.763546798029557,1
2024,21,São Paulo Grand Prix,norris,12.339715835634076,9.744471744471744,2
2022,19,United States Grand Prix,norris,12.339715835634076,9.744471744471744,0
2023,18,United States Grand Prix,norris,12.303762964675974,9.735294117647058,1
2024,19,United States Grand Prix,norris,12.265788314786361,9.71638141809291,2
2022,22,Abu Dhabi Grand Prix,ocon,12.265788314786361,9.71638141809291,0
2023,22,Abu Dhabi Grand Prix,ocon,12.230180477088565,9.709756097560975,1
2022,3,Australian Grand Prix,ocon,12.230180477088565,9.709756097560975,0
2023,3,Australian Grand Prix,ocon,12.194402394647401,9.70316301703163,1
2024,3,Australian Grand Prix,ocon,12.194402394647401,9.71359223300971,2
2022,11,Austrian Grand Prix,ocon,12.194402394647401,9.71359223300971,0
2023,9,Austrian Grand Prix,ocon,12.159566194847116,9.702179176755449,1
2024,11,Austrian Grand Prix,ocon,12.123667401476776,9.71256038647343,2
2022,8,Azerbaijan Grand Prix,ocon,12.123667401476776,9.71256038647343,0
2023,4,Azerbaijan Grand Prix,ocon,12.091634458039351,9.713253012048193,1
2024,17,Azerbaijan Grand Prix,ocon,12.060297013232422,9.725961538461538,2
2022,1,Bahrain Grand Prix,ocon,12.060297013232422,9.725961538461538,0
2023,1,Bahrain Grand Prix,ocon,12.024157095331557,9.719424460431656,1
2024,1,Bahrain Grand Prix,ocon,12.024157095331557,9.739234449760765,2
2022,14,Belgian Grand Prix,ocon,12.024157095331557,9.739234449760765,0
2023,12,Belgian Grand Prix,ocon,11.991502999420069,9.732696897374701,1
2024,14,Belgian Grand Prix,ocon,11.95867541362465,9.728571428571428,2
2022,10,British Grand Prix,ocon,11.95867541362465,9.728571428571428,0
2023,10,British Grand Prix,ocon,11.95867541362465,9.741092636579573,1
2024,12,British Grand Prix,ocon,11.95867541362465,9.765402843601896,2
2022,9,Canadian Grand Prix,ocon,11.95867541362465,9.765402843601896,0
2023,8,Canadian Grand Prix,ocon,11.923428215401545,9.756501182033096,1
2024,9,Canadian Grand Prix,ocon,11.889655320490967,9.752358490566039,2
2024,5,Chinese Grand Prix,ocon,11.889655320490967,9.752358490566039,0
2022,15,Dutch Grand Prix,ocon,11.889655320490967,9.752358490566039,0
2023,13,Dutch Grand Prix,ocon,11.854556208079849,9.750588235294117,1
2024,15,Dutch Grand Prix,ocon,11.819565965880075,9.751173708920188,2
2022,4,Emilia Romagna Grand Prix,ocon,11.819565965880075,9.751173708920188,0
2024,7,Emilia Romagna Grand Prix,ocon,11.819565965880075,9.76112412177986,1
2022,12,French Grand Prix,ocon,11.819565965880075,9.76112412177986,0
2022,13,Hungarian Grand Prix,ocon,11.819565965880075,9.76112412177986,0
2023,11,Hungarian Grand Prix,ocon,11.819565965880075,9.759345794392523,1
2024,13,Hungarian Grand Prix,ocon,11.819565965880075,9.78088578088578,2
2022,16,Italian Grand Prix,ocon,11.819565965880075,9.78088578088578,0
2023,14,Italian Grand Prix,ocon,11.784510040211131,9.783720930232558,1
2024,16,Italian Grand Prix,ocon,11.784510040211131,9.805104408352669,2
2022,18,Japanese Grand Prix,ocon,11.784510040211131,9.805104408352669,0
2023,16,Japanese Grand Prix,ocon,11.750677707468498,9.791666666666666,1
2024,4,Japanese Grand Prix,ocon,11.72000627224299,9.789838337182449,2
2023,21,Las Vegas Grand Prix,ocon,11.72000627224299,9.789838337182449,0
2024,22,Las Vegas Grand Prix,ocon,11.68621367202862,9.776497695852534,1
2022,20,Mexico City Grand Prix,ocon,11.68621367202862,9.776497695852534,0
2023,19,Mexico City Grand Prix,ocon,11.68621367202862,9.772413793103448,1
2024,20,Mexico City Grand Prix,ocon,11.653681078866104,9.772935779816514,2
2022,5,Miami Grand Prix,ocon,11.653681078866104,9.772935779816514,0
2023,5,Miami Grand Prix,ocon,11.620577532755492,9.768878718535468,1
2024,6,Miami Grand Prix,ocon,11.58912067417102,9.767123287671232,2
2022,7,Monaco Grand Prix,ocon,11.58912067417102,9.767123287671232,0
2023,6,Monaco Grand Prix,ocon,11.557631775566414,9.772209567198178,1
2024,8,Monaco Grand Prix,ocon,11.525071936066707,9.756818181818181,2
2023,17,Qatar Grand Prix,ocon,11.525071936066707,9.756818181818181,0
2024,23,Qatar Grand Prix,ocon,11.494598553612827,9.750566893424036,1
2022,2,Saudi Arabian Grand Prix,ocon,11.494598553612827,9.750566893424036,0
2023,2,Saudi Arabian Grand Prix,ocon,11.464408906654649,9.7420814479638,1
2024,2,Saudi Arabian Grand Prix,ocon,11.433931025765796,9.738148984198645,2
2022,17,Singapore Grand Prix,ocon,11.433931025765796,9.738148984198645,0
2023,15,Singapore Grand Prix,ocon,11.433931025765796,9.752252252252251,1
2024,18,Singapore Grand Prix,ocon,11.433931025765796,9.770786516853933,2
2022,6,Spanish Grand Prix,ocon,11.433931025765796,9.770786516853933,0
2023,7,Spanish Grand Prix,ocon,11.40361422563878,9.76457399103139,1
2024,10,Spanish Grand Prix,ocon,11.373587523215752,9.760626398210292,2
2022,21,São Paulo Grand Prix,ocon,11.373587523215752,9.760626398210292,0
2023,20,São Paulo Grand Prix,ocon,11.341599352819593,9.756696428571429,1
2024,21,São Paulo Grand Prix,ocon,11.309355924465217,9.757238307349667,2
2022,19,United States Grand Prix,ocon,11.309355924465217,9.757238307349667,0
2023,18,United States Grand Prix,ocon,11.28050531570144,9.76,1
2024,19,United States Grand Prix,ocon,11.28050531570144,9.778270509977826,2
2022,22,Abu Dhabi Grand Prix,perez,11.28050531570144,9.778270509977826,0
2023,22,Abu Dhabi Grand Prix,perez,11.248432061535476,9.763274336283185,1
2024,24,Abu Dhabi Grand Prix,perez,11.21691917656442,9.75055187637969,2
2022,3,Australian Grand Prix,perez,11.21691917656442,9.75055187637969,0
2023,3,Australian Grand Prix,perez,11.18514320155999,9.733480176211454,1
2024,3,Australian Grand Prix,perez,11.153699732551102,9.723076923076922,2
2022,11,Austrian Grand Prix,perez,11.153699732551102,9.723076923076922,0
2023,9,Austrian Grand Prix,perez,11.153699732551102,9.74561403508772,1
2024,11,Austrian Grand Prix,perez,11.122758265341773,9.730853391684901,2
2022,8,Azerbaijan Grand Prix,perez,11.122758265341773,9.730853391684901,0
2023,4,Azerbaijan Grand Prix,perez,11.091514562349241,9.713973799126638,1
2024,17,Azerbaijan Grand Prix,perez,11.365839369144439,9.694989106753813,2
2022,1,Bahrain Grand Prix,perez,11.365839369144439,9.694989106753813,0
2023,1,Bahrain Grand Prix,perez,11.365839369144439,9.71304347826087,1
2024,1,Bahrain Grand Prix,perez,11.334622969848093,9.696312364425163,2
2022,14,Belgian Grand Prix,perez,11.334622969848093,9.696312364425163,0
2023,12,Belgian Grand Prix,perez,11.303050203915369,9.67965367965368,1
2024,14,Belgian Grand Prix,perez,11.271652842237826,9.663066954643629,2
2022,10,British Grand Prix,perez,11.271652842237826,9.663066954643629,0
2023,10,British Grand Prix,perez,11.240429427162375,9.64655172413793,1
2024,12,British Grand Prix,perez,11.209861092578205,9.638709677419355,2
2022,9,Canadian Grand Prix,perez,11.209861092578205,9.638709677419355,0
2023,8,Canadian Grand Prix,perez,11.209861092578205,9.660944206008583,1
2024,9,Canadian Grand Prix,perez,11.180611494920571,9.653104925053533,2
2024,5,Chinese Grand Prix,perez,11.180611494920571,9.653104925053533,0
2022,15,Dutch Grand Prix,perez,11.180611494920571,9.653104925053533,0
2023,13,Dutch Grand Prix,perez,11.150433418469323,9.643162393162394,1
2024,15,Dutch Grand Prix,perez,11.120124925085388,9.631130063965886,2
2022,4,Emilia Romagna Grand Prix,perez,11.120124925085388,9.631130063965886,0
2024,7,Emilia Romagna Grand Prix,perez,11.089742070098817,9.614893617021277,1
2022,12,French Grand Prix,perez,11.089742070098817,9.614893617021277,0
2022,13,Hungarian Grand Prix,perez,11.089742070098817,9.614893617021277,0
2023,11,Hungarian Grand Prix,perez,11.059830511324705,9.605095541401274,1
2024,13,Hungarian Grand Prix,perez,11.03066901537002,9.591101694915254,2
2022,16,Italian Grand Prix,perez,11.03066901537002,9.591101694915254,0
2023,14,Italian Grand Prix,perez,11.000961981683124,9.583509513742072,1
2024,16,Italian Grand Prix,perez,10.971440091854516,9.567510548523206,2
2022,18,Japanese Grand Prix,perez,10.971440091854516,9.567510548523206,0
2023,16,Japanese Grand Prix,perez,10.941867477051673,9.551578947368421,1
2024,4,Japanese Grand Prix,perez,10.941867477051673,9.571428571428571,2
2023,21,Las Vegas Grand Prix,perez,10.941867477051673,9.571428571428571,0
2024,22,Las Vegas Grand Prix,perez,10.912463048349922,9.557651991614255,1
2022,20,Mexico City Grand Prix,perez,10.912463048349922,9.557651991614255,0
2023,19,Mexico City Grand Prix,perez,10.883317034815471,9.543933054393305,1
2024,20,Mexico City Grand Prix,perez,10.883317034815471,9.565762004175365,2
2022,5,Miami Grand Prix,perez,10.883317034815471,9.565762004175365,0
2023,5,Miami Grand Prix,perez,10.854538675167076,9.554166666666667,1
2024,6,Miami Grand Prix,perez,10.825593238699964,9.538461538461538,2
2022,7,Monaco Grand Prix,perez,10.825593238699964,9.538461538461538,0
2023,6,Monaco Grand Prix,perez,11.087240223105018,9.520746887966805,1
2024,8,Monaco Grand Prix,perez,11.059400377476232,9.53416149068323,2
2023,17,Qatar Grand Prix,perez,11.059400377476232,9.53416149068323,0
2024,23,Qatar Grand Prix,perez,11.033806261560695,9.535123966942148,1
2022,2,Saudi Arabian Grand Prix,perez,11.033806261560695,9.535123966942148,0
2023,2,Saudi Arabian Grand Prix,perez,11.005234266147605,9.523711340206185,1
2024,2,Saudi Arabian Grand Prix,perez,11.232564649657744,9.506172839506172,2
2022,17,Singapore Grand Prix,perez,11.232564649657744,9.506172839506172,0
2023,15,Singapore Grand Prix,perez,11.529504979995846,9.48870636550308,1
2024,18,Singapore Grand Prix,perez,11.501802425158836,9.485655737704919,2
2022,6,Spanish Grand Prix,perez,11.501802425158836,9.485655737704919,0
2023,7,Spanish Grand Prix,perez,11.47177160942735,9.47034764826176,1
2024,10,Spanish Grand Prix,perez,11.443141561833356,9.459183673469388,2
2022,21,São Paulo Grand Prix,perez,11.443141561833356,9.459183673469388,0
2023,20,São Paulo Grand Prix,perez,11.41387827114778,9.45417515274949,1
2024,21,São Paulo Grand Prix,perez,11.385424160469409,9.44308943089431,2
2022,19,United States Grand Prix,perez,11.385424160469409,9.44308943089431,0
2023,18,United States Grand Prix,perez,11.35615534573213,9.432048681541582,1
2024,19,United States Grand Prix,perez,11.327634096682011,9.421052631578947,2
2023,22,Abu Dhabi Grand Prix,piastri,11.327634096682011,9.421052631578947,0
2024,24,Abu Dhabi Grand Prix,piastri,11.299359707106284,9.414141414141413,1
2023,3,Australian Grand Prix,piastri,11.299359707106284,9.414141414141413,0
2024,3,Australian Grand Prix,piastri,11.27061700759204,9.411290322580646,1
2023,9,Austrian Grand Prix,piastri,11.27061700759204,9.411290322580646,0
2024,11,Austrian Grand Prix,piastri,11.243305016706712,9.424547283702212,1
2023,4,Azerbaijan Grand Prix,piastri,11.243305016706712,9.424547283702212,0
2024,17,Azerbaijan Grand Prix,piastri,11.218843004109072,9.427710843373495,1
2023,1,Bahrain Grand Prix,piastri,11.218843004109072,9.427710843373495,0
2024,1,Bahrain Grand Prix,piastri,11.218843004109072,9.448897795591183,1
2023,12,Belgian Grand Prix,piastri,11.218843004109072,9.448897795591183,0
2024,14,Belgian Grand Prix,piastri,11.218843004109072,9.47,1
2023,10,British Grand Prix,piastri,11.218843004109072,9.47,0
2024,12,British Grand Prix,piastri,11.19049098628691,9.459081836327345,1
2023,8,Canadian Grand Prix,piastri,11.19049098628691,9.459081836327345,0
2024,9,Canadian Grand Prix,piastri,11.164102176677046,9.46215139442231,1
2024,5,Chinese Grand Prix,piastri,11.164102176677046,9.46215139442231,0
2023,13,Dutch Grand Prix,piastri,11.164102176677046,9.46215139442231,0
2024,15,Dutch Grand Prix,piastri,11.136289963008947,9.461232604373757,1
2024,7,Emilia Romagna Grand Prix,piastri,11.136289963008947,9.461232604373757,0
2023,11,Hungarian Grand Prix,piastri,11.136289963008947,9.461232604373757,0
2024,13,Hungarian Grand Prix,piastri,11.109898069162965,9.452380952380953,1
2023,14,Italian Grand Prix,piastri,11.109898069162965,9.452380952380953,0
2024,16,Italian Grand Prix,piastri,11.085419193204682,9.457425742574257,1
2023,16,Japanese Grand Prix,piastri,11.085419193204682,9.457425742574257,0
2024,4,Japanese Grand Prix,piastri,11.059150006837003,9.444664031620553,1
2023,21,Las Vegas Grand Prix,piastri,11.059150006837003,9.444664031620553,0
2024,22,Las Vegas Grand Prix,piastri,11.032807575742174,9.445759368836292,1
2023,19,Mexico City Grand Prix,piastri,11.032807575742174,9.445759368836292,0
2024,20,Mexico City Grand Prix,piastri,11.006254746943664,9.442913385826772,1
2023,5,Miami Grand Prix,piastri,11.006254746943664,9.442913385826772,0
2024,6,Miami Grand Prix,piastri,10.979481311522001,9.461689587426326,1
2023,6,Monaco Grand Prix,piastri,10.979481311522001,9.461689587426326,0
2024,8,Monaco Grand Prix,piastri,10.952488933768329,9.462745098039216,1
2023,17,Qatar Grand Prix,piastri,10.952488933768329,9.462745098039216,0
2024,23,Qatar Grand Prix,piastri,10.925467695283944,9.448140900195694,1
2023,2,Saudi Arabian Grand Prix,piastri,10.925467695283944,9.448140900195694,0
2024,2,Saudi Arabian Grand Prix,piastri,10.902368319800567,9.458984375,1
2023,15,Singapore Grand Prix,piastri,10.902368319800567,9.458984375,0
2024,18,Singapore Grand Prix,piastri,10.87706844581301,9.454191033138402,1
2023,7,Spanish Grand Prix,piastri,10.87706844581301,9.454191033138402,0
2024,10,Spanish Grand Prix,piastri,10.850277636833173,9.461089494163424,1
2023,20,São Paulo Grand Prix,piastri,10.850277636833173,9.461089494163424,0
2024,21,São Paulo Grand Prix,piastri,10.823618478020315,9.46990291262136,1
2023,18,United States Grand Prix,piastri,10.823618478020315,9.46990291262136,0
2024,19,United States Grand Prix,piastri,10.823618478020315,9.484496124031008,1
2022,22,Abu Dhabi Grand Prix,ricciardo,10.823618478020315,9.484496124031008,0
2023,22,Abu Dhabi Grand Prix,ricciardo,10.800238116639095,9.483558994197292,1
2022,3,Australian Grand Prix,ricciardo,10.800238116639095,9.483558994197292,0
2024,3,Australian Grand Prix,ricciardo,10.77523175921708,9.476833976833976,1
2022,11,Austrian Grand Prix,ricciardo,10.77523175921708,9.476833976833976,0
2024,11,Austrian Grand Prix,ricciardo,10.77523175921708,9.475915221579962,1
2022,8,Azerbaijan Grand Prix,ricciardo,10.77523175921708,9.475915221579962,0
2024,17,Azerbaijan Grand Prix,ricciardo,10.752364575108038,9.473076923076922,1
2022,1,Bahrain Grand Prix,ricciardo,10.752364575108038,9.473076923076922,0
2024,1,Bahrain Grand Prix,ricciardo,10.728310800370291,9.48176583493282,1
2022,14,Belgian Grand Prix,ricciardo,10.728310800370291,9.48176583493282,0
2023,12,Belgian Grand Prix,ricciardo,10.70719850584159,9.492337164750959,1
2024,14,Belgian Grand Prix,ricciardo,10.685717615776818,9.504780114722754,2
2022,10,British Grand Prix,ricciardo,10.685717615776818,9.504780114722754,0
2024,12,British Grand Prix,ricciardo,10.661255551673307,9.511450381679388,1
2022,9,Canadian Grand Prix,ricciardo,10.661255551673307,9.511450381679388,0
2024,9,Canadian Grand Prix,ricciardo,10.637013421256194,9.514285714285714,1
2024,5,Chinese Grand Prix,ricciardo,10.637013421256194,9.514285714285714,0
2022,15,Dutch Grand Prix,ricciardo,10.637013421256194,9.514285714285714,0
2024,15,Dutch Grand Prix,ricciardo,10.61256857729484,9.52851711026616,1
2022,4,Emilia Romagna Grand Prix,ricciardo,10.61256857729484,9.52851711026616,0
2024,7,Emilia Romagna Grand Prix,ricciardo,10.61256857729484,9.544592030360532,1
2022,12,French Grand Prix,ricciardo,10.61256857729484,9.544592030360532,0
2022,13,Hungarian Grand Prix,ricciardo,10.61256857729484,9.544592030360532,0
2023,11,Hungarian Grand Prix,ricciardo,10.61256857729484,9.554924242424242,1
2024,13,Hungarian Grand Prix,ricciardo,10.587870936039728,9.561436672967863,2
2022,16,Italian Grand Prix,ricciardo,10.587870936039728,9.561436672967863,0
2024,16,Italian Grand Prix,ricciardo,10.587870936039728,9.575471698113208,1
2022,18,Japanese Grand Prix,ricciardo,10.587870936039728,9.575471698113208,0
2024,4,Japanese Grand Prix,ricciardo,10.566455233185225,9.578154425612052,1
2023,21,Las Vegas Grand Prix,ricciardo,10.566455233185225,9.578154425612052,0
2022,20,Mexico City Grand Prix,ricciardo,10.566455233185225,9.578154425612052,0
2023,19,Mexico City Grand Prix,ricciardo,10.566455233185225,9.573308270676693,1
2022,5,Miami Grand Prix,ricciardo,10.566455233185225,9.573308270676693,0
2024,6,Miami Grand Prix,ricciardo,10.54279103906005,9.579737335834897,1
2022,7,Monaco Grand Prix,ricciardo,10.54279103906005,9.579737335834897,0
2024,8,Monaco Grand Prix,ricciardo,10.519790383312287,9.586142322097379,1
2022,2,Saudi Arabian Grand Prix,ricciardo,10.519790383312287,9.586142322097379,0
2024,2,Saudi Arabian Grand Prix,ricciardo,10.519790383312287,9.6,1
2022,17,Singapore Grand Prix,ricciardo,10.519790383312287,9.6,0
2024,18,Singapore Grand Prix,ricciardo,10.496843379301843,9.591417910447761,1
2022,6,Spanish Grand Prix,ricciardo,10.496843379301843,9.591417910447761,0
2024,10,Spanish Grand Prix,ricciardo,10.496843379301843,9.595903165735567,1
2022,21,São Paulo Grand Prix,ricciardo,10.496843379301843,9.595903165735567,0
2023,20,São Paulo Grand Prix,ricciardo,10.496843379301843,9.615241635687733,1
2022,19,United States Grand Prix,ricciardo,10.496843379301843,9.615241635687733,0
2023,18,United States Grand Prix,ricciardo,10.475585795126111,9.62708719851577,1
2022,22,Abu Dhabi Grand Prix,russell,10.475585795126111,9.62708719851577,0
2023,22,Abu Dhabi Grand Prix,russell,10.451926099352194,9.618518518518519,1
2024,24,Abu Dhabi Grand Prix,russell,10.427597264212212,9.606284658040666,2
2022,3,Australian Grand Prix,russell,10.427597264212212,9.606284658040666,0
2023,3,Australian Grand Prix,russell,10.403267380182827,9.59409594095941,1
2024,3,Australian Grand Prix,russell,10.403267380182827,9.609576427255986,2
2022,11,Austrian Grand Prix,russell,10.403267380182827,9.609576427255986,0
2023,9,Austrian Grand Prix,russell,10.380745658831476,9.599264705882353,1
2024,11,Austrian Grand Prix,russell,10.357861305439748,9.594495412844037,2
2022,8,Azerbaijan Grand Prix,russell,10.357861305439748,9.594495412844037,0
2023,4,Azerbaijan Grand Prix,russell,10.334813892640708,9.582417582417582,1
2024,17,Azerbaijan Grand Prix,russell,10.314018951897317,9.579524680073126,2
2022,1,Bahrain Grand Prix,russell,10.314018951897317,9.579524680073126,0
2023,1,Bahrain Grand Prix,russell,10.29026186987944,9.569343065693431,1
2024,1,Bahrain Grand Prix,russell,10.268614622491354,9.564663023679417,2
2022,14,Belgian Grand Prix,russell,10.268614622491354,9.564663023679417,0
2023,12,Belgian Grand Prix,russell,10.245439115158145,9.554545454545455,1
2024,14,Belgian Grand Prix,russell,10.223918890453813,9.548094373865698,2
2022,10,British Grand Prix,russell,10.223918890453813,9.548094373865698,0
2023,10,British Grand Prix,russell,10.223918890453813,9.56340579710145,1
2024,12,British Grand Prix,russell,10.2006897260483,9.55515370705244,2
2022,9,Canadian Grand Prix,russell,10.2006897260483,9.55515370705244,0
2023,8,Canadian Grand Prix,russell,10.177611621587761,9.545126353790614,1
2024,9,Canadian Grand Prix,russell,10.177611621587761,9.562162162162162,2
2024,5,Chinese Grand Prix,russell,10.177611621587761,9.562162162162162,0
2022,15,Dutch Grand Prix,russell,10.177611621587761,9.562162162162162,0
2023,13,Dutch Grand Prix,russell,10.154268475666688,9.548561151079136,1
2024,15,Dutch Grand Prix,russell,10.132685163619652,9.56193895870736,2
2022,4,Emilia Romagna Grand Prix,russell,10.132685163619652,9.56193895870736,0
2024,7,Emilia Romagna Grand Prix,russell,10.110492652011764,9.551971326164875,1
2022,12,French Grand Prix,russell,10.110492652011764,9.551971326164875,0
2022,13,Hungarian Grand Prix,russell,10.110492652011764,9.551971326164875,0
2023,11,Hungarian Grand Prix,russell,10.087608451372622,9.54025044722719,1
2024,13,Hungarian Grand Prix,russell,10.066344730866257,9.533928571428572,2
2022,16,Italian Grand Prix,russell,10.066344730866257,9.533928571428572,0
2023,14,Italian Grand Prix,russell,10.043559582586793,9.522281639928698,1
2024,16,Italian Grand Prix,russell,10.021765307956683,9.51423487544484,2
2022,18,Japanese Grand Prix,russell,10.021765307956683,9.51423487544484,0
2023,16,Japanese Grand Prix,russell,10.000803164404378,9.511545293072825,1
2024,4,Japanese Grand Prix,russell,9.980597802866326,9.50709219858156,2
2023,21,Las Vegas Grand Prix,russell,9.980597802866326,9.50709219858156,0
2024,22,Las Vegas Grand Prix,russell,9.959114257241907,9.504424778761061,1
2022,20,Mexico City Grand Prix,russell,9.959114257241907,9.504424778761061,0
2023,19,Mexico City Grand Prix,russell,9.937865848467066,9.49469964664311,1
2024,20,Mexico City Grand Prix,russell,9.91648879722589,9.488536155202821,2
2022,5,Miami Grand Prix,russell,9.91648879722589,9.488536155202821,0
2023,5,Miami Grand Prix,russell,9.894933194882457,9.480633802816902,1
2024,6,Miami Grand Prix,russell,9.873983474564078,9.471001757469244,2
2022,7,Monaco Grand Prix,russell,9.873983474564078,9.471001757469244,0
2023,6,Monaco Grand Prix,russell,9.852416775176158,9.463157894736842,1
2024,8,Monaco Grand Prix,russell,9.832055597495115,9.455341506129598,2
2023,17,Qatar Grand Prix,russell,9.832055597495115,9.455341506129598,0
2024,23,Qatar Grand Prix,russell,9.811579189753411,9.445804195804195,1
2022,2,Saudi Arabian Grand Prix,russell,9.811579189753411,9.445804195804195,0
2023,2,Saudi Arabian Grand Prix,russell,9.791340957546451,9.43804537521815,1
2024,2,Saudi Arabian Grand Prix,russell,9.770677695525423,9.428571428571429,2
2022,17,Singapore Grand Prix,russell,9.770677695525423,9.428571428571429,0
2023,15,Singapore Grand Prix,russell,9.770677695525423,9.436521739130434,1
2024,18,Singapore Grand Prix,russell,9.770677695525423,9.447916666666666,2
2022,6,Spanish Grand Prix,russell,9.770677695525423,9.447916666666666,0
2023,7,Spanish Grand Prix,russell,9.749864850773355,9.436741767764298,1
2024,10,Spanish Grand Prix,russell,9.72941771227817,9.42560553633218,2
2022,21,São Paulo Grand Prix,russell,9.72941771227817,9.42560553633218,0
2023,20,São Paulo Grand Prix,russell,9.890348656353993,9.41105354058722,1
2024,21,São Paulo Grand Prix,russell,9.890348656353993,9.420689655172414,2
2022,19,United States Grand Prix,russell,9.890348656353993,9.420689655172414,0
2023,18,United States Grand Prix,russell,9.870305474633943,9.413080895008607,1
2024,19,United States Grand Prix,russell,9.849687551097547,9.405498281786942,2
2022,22,Abu Dhabi Grand Prix,sainz,9.849687551097547,9.405498281786942,0
2023,22,Abu Dhabi Grand Prix,sainz,9.82887942223834,9.39622641509434,1
2024,24,Abu Dhabi Grand Prix,sainz,9.82887942223834,9.41095890410959,2
2022,3,Australian Grand Prix,sainz,9.82887942223834,9.41095890410959,0
2023,3,Australian Grand Prix,sainz,9.82887942223834,9.42905982905983,1
2024,3,Australian Grand Prix,sainz,9.807798563292653,9.433447098976108,2
2022,11,Austrian Grand Prix,sainz,9.807798563292653,9.433447098976108,0
2023,9,Austrian Grand Prix,sainz,9.807798563292653,9.448040885860307,1
2024,11,Austrian Grand Prix,sainz,9.787368964548863,9.4421768707483,2
2022,8,Azerbaijan Grand Prix,sainz,9.787368964548863,9.4421768707483,0
2023,4,Azerbaijan Grand Prix,sainz,9.787368964548863,9.460101867572156,1
2024,17,Azerbaijan Grand Prix,sainz,9.768065961237468,9.452542372881355,2
2022,1,Bahrain Grand Prix,sainz,9.768065961237468,9.452542372881355,0
2023,1,Bahrain Grand Prix,sainz,9.747014094941697,9.439932318104907,1
2024,1,Bahrain Grand Prix,sainz,9.727822855424185,9.430743243243244,2
2022,14,Belgian Grand Prix,sainz,9.727822855424185,9.430743243243244,0
2023,12,Belgian Grand Prix,sainz,9.70738883251945,9.419898819561551,1
2024,14,Belgian Grand Prix,sainz,9.70738883251945,9.436026936026936,2
2022,10,British Grand Prix,sainz,9.70738883251945,9.436026936026936,0
2023,10,British Grand Prix,sainz,10.02701277341506,9.421848739495799,1
2024,12,British Grand Prix,sainz,10.006230612656612,9.422818791946309,2
2022,9,Canadian Grand Prix,sainz,10.006230612656612,9.422818791946309,0
2023,8,Canadian Grand Prix,sainz,9.98489536614775,9.410385259631491,1
2024,9,Canadian Grand Prix,sainz,9.964014737709137,9.403010033444817,2
2024,5,Chinese Grand Prix,sainz,9.964014737709137,9.403010033444817,0
2022,15,Dutch Grand Prix,sainz,9.964014737709137,9.403010033444817,0
2023,13,Dutch Grand Prix,sainz,9.94335644385696,9.400667779632721,1
2024,15,Dutch Grand Prix,sainz,9.922548867822421,9.393333333333333,2
2022,4,Emilia Romagna Grand Prix,sainz,9.922548867822421,9.393333333333333,0
2024,7,Emilia Romagna Grand Prix,sainz,9.922548867822421,9.410981697171382,1
